expedition_duration_days,personnel_count,cargo_weight_kg,medical_supply_level,food_supply_level,fuel_supply_level,equipment_availability,temperature,wind_speed,visibility,distance_from_base_km,communication_status,vehicle_status,emergency_history,inventory_shortage_count,personnel_movement_deviation,previous_incidents,weather_risk_score,risk_score_continuous,risk_level
80,15,1069.0,3.6,42.7,69.7,64.5,-42.7,84.8,14.87,877.6,95.6,33.1,1,1,1.17,0,67.1,0.4586,MEDIUM
56,20,2137.2,49.7,73.2,64.4,76.3,-2.3,51.4,19.84,44.7,31.4,28.1,1,1,4.64,0,19.9,0.4017,LOW
114,24,2877.4,26.4,9.2,70.7,78.4,-37.5,54.0,5.59,773.7,0.2,83.6,0,2,8.98,2,64.2,0.5488,HIGH
23,27,1824.4,34.3,83.0,90.6,42.0,-37.9,33.7,6.54,147.1,90.2,49.5,0,2,6.78,1,56.2,0.4121,LOW
22,29,2043.4,64.9,20.4,56.3,79.9,-38.6,23.8,6.53,698.3,57.7,42.8,1,3,12.11,1,53.2,0.4326,MEDIUM
58,35,1395.8,49.8,94.4,6.8,93.8,-9.0,75.5,15.29,371.7,73.3,14.6,0,1,5.91,1,38.9,0.2778,LOW
63,6,2304.9,9.3,15.6,27.1,17.2,-12.6,84.9,7.03,707.8,15.3,87.6,1,0,8.2,0,55.1,0.5968,HIGH
85,17,2993.4,7.3,12.9,70.8,76.4,-0.8,32.1,13.57,213.8,40.5,5.5,0,1,3.9,0,19.9,0.4645,MEDIUM
51,4,607.1,18.6,81.2,49.4,30.8,-41.2,27.4,8.97,645.0,64.5,24.0,0,1,15.25,0,53.3,0.5323,HIGH
110,4,726.9,19.1,81.9,54.9,32.1,-7.8,26.8,12.2,125.5,25.1,62.1,0,0,10.68,1,24.8,0.4536,MEDIUM
60,11,1687.4,60.8,73.9,59.7,41.3,-20.6,5.1,16.6,169.7,70.1,70.2,0,2,13.32,0,21.0,0.3394,LOW
20,26,1521.9,17.8,96.1,38.3,86.4,-36.5,28.1,10.33,614.5,23.4,80.1,0,1,9.53,1,48.5,0.441,MEDIUM
18,37,1779.0,88.2,27.1,77.4,2.2,-52.9,2.6,9.56,336.8,20.9,41.0,1,0,17.22,1,52.4,0.636,HIGH
117,32,289.9,21.0,82.7,72.4,43.4,-5.9,78.8,5.41,703.8,1.2,34.7,0,3,6.01,0,50.1,0.5318,HIGH
20,27,1302.2,9.1,35.2,71.4,68.0,-40.5,25.6,10.37,685.2,28.2,28.9,0,2,10.26,0,50.5,0.5046,MEDIUM
114,32,1811.5,87.6,53.7,71.5,11.0,-17.1,69.0,5.32,621.6,24.7,56.8,0,0,55.53,1,54.9,0.5661,HIGH
37,10,1817.8,29.5,44.6,89.0,79.2,-22.1,54.3,16.89,730.5,76.4,34.9,1,0,3.3,1,39.0,0.3836,LOW
15,35,2023.4,42.5,0.6,59.5,94.2,-54.7,83.7,7.84,793.9,57.0,32.8,1,2,21.16,0,84.3,0.6166,HIGH
40,36,2202.6,95.9,57.4,96.7,9.1,4.7,96.0,2.67,911.4,17.8,1.7,0,0,39.94,2,55.3,0.6386,HIGH
76,7,1978.4,94.4,74.8,11.9,15.3,-6.1,36.7,4.88,80.5,56.8,94.8,1,0,14.28,1,36.2,0.4204,LOW
54,21,2402.2,71.5,17.5,63.2,97.4,-25.8,8.8,10.74,571.5,22.5,6.1,0,3,0.44,0,33.4,0.4312,MEDIUM
96,34,1930.6,6.9,93.2,71.7,19.8,-14.2,75.0,18.33,748.8,42.6,27.1,0,0,3.46,1,38.7,0.5251,HIGH
75,21,1681.9,59.3,53.0,47.7,7.9,-26.4,2.1,6.08,216.9,88.8,92.1,1,1,12.22,0,37.3,0.3105,LOW
51,35,1877.7,98.9,17.8,28.8,95.2,-10.3,22.3,5.36,263.6,71.9,73.5,0,0,9.64,2,33.6,0.3512,LOW
78,38,438.4,94.7,64.6,55.0,89.3,-46.9,5.3,8.19,267.0,65.1,57.8,0,2,27.75,0,50.7,0.3362,LOW
117,21,928.5,10.6,19.2,36.5,65.6,-28.2,89.8,19.36,572.3,28.1,66.1,0,3,28.36,0,52.7,0.5637,HIGH
52,6,1653.1,39.6,6.4,90.9,55.1,-34.9,0.5,16.92,366.2,12.5,9.7,0,0,9.07,0,29.4,0.4399,MEDIUM
22,16,2638.0,31.6,68.5,35.7,91.9,-27.4,49.3,3.08,666.1,75.3,80.9,0,1,9.61,1,58.3,0.4484,MEDIUM
52,11,2085.3,13.0,11.1,17.6,65.6,-28.0,42.4,12.31,610.2,56.8,25.0,0,0,6.34,0,44.8,0.4939,MEDIUM
102,21,407.7,69.5,10.6,57.6,65.8,-46.4,65.3,15.86,657.1,62.3,95.6,1,0,13.78,1,61.8,0.4503,MEDIUM
30,25,1838.0,27.4,74.0,39.6,84.4,3.6,29.0,15.38,252.3,97.5,23.1,0,1,4.41,0,15.9,0.2746,LOW
115,21,782.0,34.5,5.5,9.6,65.3,-54.1,87.4,9.83,767.4,34.8,62.5,0,3,8.78,1,82.6,0.6812,HIGH
73,11,2241.9,9.0,81.0,56.5,50.4,-54.4,73.4,14.66,664.0,80.1,54.5,1,1,4.71,0,71.9,0.4621,MEDIUM
74,15,2508.2,49.8,79.6,53.8,39.0,-32.6,43.2,11.71,130.6,55.9,14.3,1,0,11.6,0,49.2,0.3836,LOW
41,29,1841.4,15.8,14.1,17.3,50.3,-17.8,35.8,4.11,200.2,23.5,36.3,0,2,20.24,0,45.3,0.5471,HIGH
111,4,1835.4,43.2,51.8,59.8,52.2,-44.2,81.6,1.22,301.0,5.3,78.1,0,1,2.59,2,84.2,0.4459,MEDIUM
9,11,1115.0,14.3,9.7,56.7,36.1,-23.0,75.7,7.45,936.0,61.6,21.3,0,1,8.33,0,58.9,0.4902,MEDIUM
39,37,1421.8,95.4,63.3,77.4,44.8,-11.6,39.9,1.33,326.3,29.8,96.3,0,0,24.73,0,45.7,0.3424,LOW
53,7,2612.7,14.5,6.3,36.2,80.2,-49.4,34.1,7.96,19.9,69.5,29.5,0,1,29.85,2,62.9,0.5219,HIGH
60,19,2211.5,52.2,94.4,24.9,41.7,4.1,3.9,16.59,141.6,70.1,62.7,0,1,6.39,0,5.6,0.2426,LOW
59,11,1631.3,19.7,20.8,95.1,2.6,-34.8,8.2,16.9,32.2,45.5,61.9,0,0,4.91,2,32.1,0.4063,LOW
22,7,1199.5,7.6,68.3,56.1,28.3,-16.5,5.4,0.78,402.8,53.6,47.1,0,1,0.23,0,37.9,0.3864,LOW
31,19,293.6,20.2,12.8,2.7,23.2,-48.4,2.4,1.48,797.2,62.7,65.5,0,3,21.79,0,59.2,0.6425,HIGH
16,23,557.6,5.5,21.0,82.1,79.4,-12.4,15.3,13.43,450.4,46.9,74.4,0,4,20.83,1,22.6,0.3914,LOW
71,10,700.1,13.9,45.1,19.7,44.9,-4.6,85.7,10.05,839.0,87.7,61.9,1,0,10.64,0,45.8,0.3894,LOW
45,6,1214.1,49.3,57.3,78.6,28.0,-48.7,79.8,3.07,47.5,7.6,56.0,0,3,42.88,1,84.5,0.5331,HIGH
70,8,2840.8,65.2,99.9,70.5,81.1,-47.4,84.6,16.13,469.7,98.0,60.7,0,1,9.63,0,68.9,0.3525,LOW
73,28,1589.7,8.7,2.6,96.9,1.9,-38.1,62.4,4.41,787.1,3.3,40.2,0,0,22.26,0,69.0,0.7375,HIGH
86,35,819.3,44.1,0.0,96.6,17.4,-54.3,62.4,1.66,674.7,20.8,7.1,0,1,6.7,0,84.3,0.7339,HIGH
68,10,451.4,58.1,35.0,27.4,82.7,4.2,12.4,15.02,852.8,70.8,16.0,0,0,8.05,0,10.6,0.2629,LOW
80,15,1114.2,23.4,36.6,76.6,55.1,-19.1,69.9,12.2,273.8,8.5,60.7,0,2,12.18,1,48.1,0.486,MEDIUM
73,16,2474.8,37.2,88.4,31.7,77.4,-18.5,28.0,7.95,500.9,26.2,92.7,1,0,4.76,2,38.3,0.5986,HIGH
80,17,1242.5,7.2,91.3,62.9,83.8,2.5,51.9,13.89,676.9,15.4,2.6,0,0,18.19,0,25.8,0.4776,MEDIUM
76,13,2351.6,22.0,88.1,59.8,94.2,-5.1,95.5,18.24,168.5,72.4,54.4,0,2,10.93,0,39.3,0.2926,LOW
41,6,2437.7,46.7,14.3,5.5,6.3,-6.1,87.1,0.78,815.8,57.9,25.2,0,4,1.57,2,58.9,0.5964,HIGH
33,23,465.8,99.0,41.2,0.5,79.9,-34.6,23.3,12.59,311.5,6.4,56.2,0,2,22.63,1,42.6,0.5655,HIGH
96,17,1884.7,99.6,74.6,5.8,70.9,-34.9,73.7,4.44,93.3,46.0,75.0,0,1,4.4,0,70.6,0.4646,MEDIUM
44,16,2883.4,98.0,31.3,12.8,20.7,-37.5,10.4,9.54,765.7,20.9,73.5,0,2,4.81,0,44.0,0.4984,MEDIUM
68,13,1296.1,42.3,66.3,25.8,93.2,-34.2,2.7,8.54,705.0,96.8,72.5,0,0,8.01,2,40.1,0.2973,LOW
27,38,295.2,8.1,23.7,90.7,40.4,-32.8,2.8,7.86,883.7,10.8,77.9,0,1,14.06,0,40.0,0.5364,HIGH
55,26,2781.4,32.4,32.3,51.9,88.8,-46.6,17.0,3.89,892.1,59.8,7.3,1,0,12.76,0,60.0,0.4667,MEDIUM
66,19,2668.4,23.8,86.0,79.7,60.5,-33.6,69.5,16.07,278.5,48.2,51.0,0,3,27.89,0,53.7,0.4119,LOW
77,11,1638.1,1.4,25.1,83.8,52.7,-28.2,36.3,7.65,641.4,57.8,26.2,1,3,12.28,0,48.7,0.6711,HIGH
66,33,1723.9,9.5,96.4,73.5,16.0,-36.4,1.6,17.76,999.1,95.6,92.1,0,2,2.35,2,29.8,0.4129,LOW
46,36,753.5,45.3,30.6,39.1,91.4,-45.1,98.8,7.16,243.8,34.1,78.3,0,0,3.86,1,83.4,0.4147,LOW
116,5,2485.4,34.0,2.4,86.4,55.7,-32.6,53.3,16.81,472.9,74.9,10.8,0,0,2.14,2,46.4,0.4242,LOW
64,38,1571.0,18.0,25.5,74.2,0.6,-26.1,39.4,10.93,910.2,44.7,24.3,0,2,2.1,1,44.1,0.552,HIGH
98,29,246.6,71.6,17.1,74.3,1.8,-11.8,51.9,7.77,103.1,66.1,45.5,0,0,7.25,1,42.0,0.4517,MEDIUM
90,7,2096.6,35.7,50.7,90.2,77.8,-12.3,52.0,14.11,928.2,36.6,96.3,1,3,21.51,0,34.5,0.4783,MEDIUM
69,31,2858.9,85.2,11.3,59.9,16.2,-42.8,47.0,15.75,488.2,22.7,11.0,1,2,10.88,1,52.9,0.7066,HIGH
107,7,2513.1,24.1,62.6,52.9,59.9,-52.8,61.3,9.71,893.0,8.4,56.8,0,3,14.47,0,72.7,0.6447,HIGH
19,5,940.0,53.8,87.5,89.0,68.1,-36.8,88.6,8.57,621.4,10.2,34.1,0,3,17.97,1,72.1,0.5462,HIGH
111,8,302.0,18.4,36.3,45.4,27.9,-45.6,30.2,11.59,671.4,95.9,64.6,1,2,22.59,1,54.2,0.4896,MEDIUM
103,21,2830.0,49.5,16.8,81.2,56.9,-31.3,48.7,11.74,773.0,78.8,64.9,1,1,5.28,0,50.1,0.5314,HIGH
63,26,2820.6,15.2,40.0,5.4,24.0,3.8,0.4,8.57,67.1,24.5,24.1,0,0,20.5,1,14.4,0.4586,MEDIUM
90,19,1667.4,16.2,78.6,0.1,94.6,-44.1,86.0,15.18,627.8,52.9,78.6,0,2,18.62,0,68.2,0.4244,LOW
65,8,1980.6,61.2,59.1,52.8,86.0,-35.9,30.6,8.05,923.9,71.4,9.1,0,2,7.0,0,51.8,0.4646,MEDIUM
36,11,1468.4,26.4,10.1,7.4,28.8,-11.5,27.1,9.11,956.1,35.3,81.8,0,2,4.98,1,31.5,0.4729,MEDIUM
97,35,1346.3,17.2,53.7,97.7,52.9,-24.4,99.8,12.15,968.3,44.0,21.2,0,0,8.69,0,62.5,0.5904,HIGH
33,39,490.4,93.0,46.8,0.6,50.1,-52.4,58.4,19.74,645.8,71.8,59.0,0,1,27.34,0,58.9,0.37,LOW
41,31,425.7,4.3,32.7,71.8,96.0,-45.3,12.3,5.29,633.3,22.7,34.7,0,0,22.33,1,55.6,0.5169,HIGH
65,7,813.3,56.5,11.0,24.3,39.4,1.1,26.6,4.72,552.5,52.6,61.0,0,2,6.95,0,28.4,0.5004,MEDIUM
102,34,2534.4,54.8,98.1,96.8,56.2,-48.8,35.3,3.62,607.6,21.0,26.7,0,1,20.93,0,68.3,0.5251,HIGH
49,29,565.6,25.1,17.6,38.2,92.9,-16.9,98.6,13.82,612.1,0.3,56.9,0,3,16.2,0,54.5,0.5734,HIGH
62,23,796.1,45.3,19.3,2.7,16.3,-7.5,43.1,9.04,42.4,69.0,0.8,0,0,14.15,1,34.2,0.3921,LOW
9,9,1713.6,8.8,14.6,2.7,55.0,-39.1,23.0,7.83,88.9,70.7,37.4,0,3,25.85,0,51.7,0.489,MEDIUM
18,40,763.1,72.1,57.0,55.3,10.6,-11.5,57.0,4.16,619.4,99.6,82.6,0,3,12.63,0,48.1,0.3807,LOW
11,20,615.1,22.2,44.4,98.7,61.7,-44.8,40.5,17.83,314.2,18.1,46.3,1,0,10.37,1,49.5,0.5381,HIGH
13,5,1755.5,19.3,25.0,98.0,36.6,-37.9,5.5,8.92,301.4,74.0,49.9,0,2,1.25,0,43.3,0.5074,MEDIUM
105,11,1199.1,31.5,42.9,33.7,96.8,-36.3,86.1,12.19,193.4,94.8,62.2,0,1,17.86,1,66.3,0.4283,MEDIUM
102,18,1934.6,90.2,67.4,48.3,41.5,4.8,1.6,2.34,801.1,64.5,43.4,0,2,4.61,0,22.6,0.4186,LOW
100,6,2749.8,79.6,28.2,10.0,13.6,-42.1,89.8,2.25,964.3,96.3,86.7,1,0,3.97,0,84.2,0.6066,HIGH
11,15,580.3,94.7,91.5,52.2,83.4,-47.2,79.2,1.44,627.8,99.4,40.3,0,1,10.65,0,85.2,0.3326,LOW
14,21,2753.3,65.2,30.6,60.0,82.1,0.5,7.6,7.41,945.4,80.2,94.3,0,1,3.88,1,18.4,0.2881,LOW
37,39,2722.1,66.3,19.8,25.1,69.5,-45.3,72.4,9.51,883.9,99.9,87.7,0,1,13.42,0,71.4,0.3382,LOW
70,7,2512.9,48.0,95.5,61.2,74.9,-2.2,77.1,4.97,217.9,62.6,42.1,0,0,11.76,0,47.4,0.258,LOW
43,25,1949.2,90.5,81.1,90.0,26.5,-16.0,60.2,7.06,153.5,49.7,36.6,1,2,10.99,0,48.9,0.3631,LOW
61,37,1917.4,51.1,34.3,0.1,64.2,-20.4,57.8,0.22,211.6,91.8,67.7,0,1,8.7,1,59.8,0.3957,LOW
25,33,1971.8,35.5,84.1,22.9,3.8,-9.9,5.0,7.09,96.2,83.1,75.5,1,1,17.46,0,25.1,0.3378,LOW
89,38,2117.9,64.0,51.9,21.0,19.7,-11.4,5.9,2.47,582.9,11.0,18.6,0,1,13.46,1,32.3,0.548,HIGH
41,10,197.0,54.6,34.7,12.4,93.2,-48.4,72.7,2.65,282.7,30.3,24.1,1,1,13.29,2,82.3,0.5809,HIGH
12,33,2880.6,12.4,84.0,16.6,73.9,5.0,10.6,0.19,912.9,26.1,14.6,1,1,5.03,0,28.5,0.4622,MEDIUM
91,40,1819.0,39.3,75.2,62.6,23.1,1.5,24.2,13.96,613.4,85.5,76.1,0,0,9.34,2,16.0,0.4349,MEDIUM
109,16,2377.2,31.3,29.8,10.3,11.1,-1.2,49.9,18.63,359.6,23.3,71.4,0,0,4.96,0,20.1,0.3619,LOW
6,22,1225.3,84.7,60.7,73.9,94.9,-17.7,16.4,12.47,984.6,30.4,18.9,0,0,9.23,1,28.0,0.4661,MEDIUM
55,23,185.3,37.9,36.9,88.7,11.2,-23.6,79.0,2.01,953.2,51.9,53.7,0,2,5.65,1,67.3,0.4167,LOW
100,22,1602.7,82.2,0.1,92.7,25.7,-22.8,80.7,19.79,778.6,7.6,76.4,1,2,9.05,0,45.1,0.6234,HIGH
86,14,1595.5,44.2,96.2,66.0,18.3,-54.1,84.2,19.51,791.7,96.1,94.7,0,1,9.34,2,69.4,0.3767,LOW
104,39,1395.4,75.4,55.0,19.7,0.7,-25.0,5.0,9.42,977.3,49.1,17.9,0,2,9.05,0,33.2,0.5013,MEDIUM
53,39,1118.2,13.5,59.8,8.5,31.4,-17.6,42.8,2.25,600.5,19.0,30.4,0,4,17.74,1,50.0,0.721,HIGH
48,18,862.0,92.5,60.0,23.2,97.4,-15.5,84.7,14.44,880.0,27.1,34.8,0,2,14.79,1,47.9,0.4889,MEDIUM
87,33,1653.5,48.1,55.1,96.2,34.2,-35.1,36.3,19.23,64.8,79.8,62.5,0,0,3.03,1,39.2,0.2314,LOW
22,18,1219.5,26.0,29.0,96.2,50.4,-26.7,69.6,15.6,554.1,63.4,13.6,1,0,8.31,0,49.3,0.5127,HIGH
32,33,2914.3,24.1,97.2,38.2,74.6,-16.8,58.9,12.52,502.5,46.5,19.3,0,0,10.97,1,42.2,0.4131,LOW
74,25,642.8,26.5,62.2,32.6,55.1,-29.3,34.7,12.26,37.7,33.2,78.0,0,2,5.45,0,43.1,0.3957,LOW
82,21,1061.0,36.7,67.1,51.0,74.4,2.7,27.6,19.56,87.0,90.1,54.2,0,1,11.77,0,10.2,0.1703,LOW
18,8,987.8,71.8,45.5,29.2,66.2,-12.7,65.3,1.56,21.8,77.3,16.0,0,2,6.01,0,55.1,0.3082,LOW
63,28,1698.4,95.0,28.8,98.0,60.9,-54.9,13.4,3.08,294.0,71.8,38.8,0,2,9.82,0,65.8,0.3738,LOW
47,15,1572.9,66.9,6.4,22.1,65.0,-53.6,86.0,16.63,53.5,44.6,13.4,0,2,4.51,0,73.3,0.5296,HIGH
63,12,1984.7,54.7,35.0,36.9,79.9,-13.6,57.6,2.99,423.2,98.1,36.3,0,1,9.01,0,51.3,0.3145,LOW
116,11,2857.5,44.9,17.6,42.9,71.0,-30.2,11.2,7.73,812.7,71.0,40.0,0,2,15.05,0,41.2,0.3812,LOW
13,40,962.9,82.8,66.2,12.5,79.2,-4.6,70.4,5.7,613.8,42.4,11.2,0,3,16.54,0,45.9,0.5121,HIGH
120,7,2124.4,85.0,87.9,38.3,14.6,-44.6,43.1,4.94,673.8,96.1,6.0,0,1,9.96,1,66.3,0.4813,MEDIUM
57,33,221.4,29.3,30.3,85.7,67.8,-54.2,20.4,0.61,31.5,89.6,88.2,0,2,35.28,1,70.8,0.4563,MEDIUM
94,36,897.8,95.3,33.3,14.0,73.7,-31.7,96.1,11.37,839.5,74.0,88.8,0,3,12.63,0,67.5,0.4465,MEDIUM
54,5,1471.6,39.5,67.0,58.4,30.0,-10.8,72.0,8.08,146.2,76.7,0.3,0,2,16.88,0,48.0,0.4104,LOW
41,25,238.3,80.0,14.9,40.7,87.5,3.3,59.3,11.08,302.7,42.4,64.1,0,0,23.21,0,31.9,0.4219,LOW
94,25,1910.4,96.7,92.9,17.1,30.5,-2.0,84.9,6.16,516.8,50.7,9.4,0,2,5.53,0,48.5,0.4317,MEDIUM
84,17,2083.2,70.4,36.4,1.2,24.4,-26.0,54.4,18.84,930.0,19.2,81.0,1,1,14.95,1,39.4,0.6877,HIGH
21,28,2278.2,16.2,10.1,27.3,86.7,-6.2,44.1,11.87,998.1,59.5,88.0,0,2,11.68,0,30.1,0.4218,LOW
86,19,1622.2,58.6,17.5,6.2,24.7,-50.8,18.9,19.23,782.7,37.0,61.7,1,2,15.33,1,44.5,0.5484,HIGH
92,20,1871.2,11.9,93.3,37.7,41.6,-20.7,15.3,7.07,729.3,34.7,61.3,0,3,19.51,1,36.6,0.4737,MEDIUM
49,19,1278.8,78.9,24.7,81.0,36.8,0.5,43.2,0.15,527.7,94.8,37.1,0,0,4.77,0,39.9,0.3539,LOW
112,33,267.6,28.1,66.2,72.0,89.8,-31.2,45.6,15.65,665.6,16.5,24.9,0,2,34.32,0,44.1,0.5051,MEDIUM
79,27,434.9,69.5,15.6,94.7,45.5,2.6,73.3,16.56,144.4,83.0,49.9,1,1,10.3,0,30.0,0.4354,MEDIUM
43,18,2016.7,91.0,19.4,42.7,69.4,-41.8,44.2,1.27,269.2,28.1,13.4,1,2,7.7,2,69.3,0.5619,HIGH
6,38,2987.3,18.1,87.9,70.8,79.4,-48.7,59.3,12.54,984.6,2.9,67.2,0,2,0.83,1,65.5,0.5844,HIGH
83,33,195.0,39.3,14.8,66.5,62.8,-23.5,83.3,13.25,979.6,4.0,47.0,0,1,22.17,0,54.7,0.5557,HIGH
29,38,1739.1,64.7,1.9,21.7,94.4,-0.6,99.3,3.0,323.0,42.9,17.8,1,0,18.6,0,56.4,0.5197,HIGH
92,31,2290.4,42.0,50.1,30.4,80.3,-36.3,32.3,11.1,241.0,45.4,58.8,1,1,8.54,1,48.8,0.5194,HIGH
65,18,2506.3,17.5,86.3,53.0,40.0,-7.0,90.2,4.94,229.5,32.0,79.5,1,0,1.66,1,55.5,0.4877,MEDIUM
59,32,1703.8,2.9,32.6,79.7,95.1,-44.8,80.6,0.43,484.9,66.9,58.9,0,1,10.63,2,85.3,0.4666,MEDIUM
23,16,1916.8,40.7,12.8,46.2,52.5,-10.3,6.8,17.35,223.8,48.5,53.0,0,0,2.71,1,13.2,0.2953,LOW
87,14,2135.7,64.9,98.2,22.8,2.3,-21.6,33.4,9.88,648.5,7.4,84.8,0,3,20.66,1,40.0,0.5929,HIGH
24,20,2598.1,57.4,67.7,99.3,26.0,-44.5,21.9,15.66,74.8,34.8,1.1,0,1,8.33,0,45.5,0.4973,MEDIUM
53,39,498.5,15.6,85.1,11.6,62.2,-11.9,66.4,14.49,103.7,10.2,61.7,0,2,4.41,2,38.8,0.3831,LOW
102,25,2789.6,45.1,75.2,95.6,15.7,-12.2,55.5,19.87,276.9,6.3,41.0,0,2,12.01,1,28.5,0.4776,MEDIUM
111,18,224.1,36.9,69.8,80.9,58.4,-24.1,49.5,8.82,777.4,20.8,19.4,0,0,13.3,0,48.8,0.4011,LOW
119,21,2533.2,27.4,38.5,83.9,36.2,-41.5,76.4,8.61,323.3,70.1,98.0,0,1,14.45,0,71.2,0.4131,LOW
116,14,368.7,72.9,32.4,79.5,53.4,-47.1,33.3,5.71,470.8,69.6,40.4,0,0,4.67,2,63.8,0.4505,MEDIUM
69,28,704.7,31.0,71.7,20.8,0.2,2.4,38.3,12.54,656.6,86.1,33.5,0,0,19.4,0,22.7,0.3374,LOW
28,16,161.1,54.0,71.7,63.3,84.8,-15.7,86.6,9.77,788.5,75.6,16.9,1,2,8.48,1,54.5,0.4239,LOW
102,24,1419.0,92.3,95.1,75.7,36.2,-6.4,97.2,14.6,307.1,53.5,99.8,0,1,1.16,0,45.4,0.3203,LOW
97,17,1102.9,53.9,56.9,74.6,14.0,-13.2,77.6,7.19,731.0,31.3,85.6,0,0,9.27,3,52.8,0.5126,HIGH
119,15,623.1,61.7,29.5,27.2,43.8,-5.2,21.7,2.7,286.1,0.6,7.0,0,3,9.18,0,33.0,0.5239,HIGH
80,39,1435.6,7.3,49.0,18.1,48.6,-45.3,11.3,17.26,644.5,64.7,56.6,0,1,9.05,0,40.3,0.3826,LOW
21,16,1296.8,17.8,61.4,32.8,63.7,-25.2,20.9,16.58,450.9,29.0,14.7,0,2,12.18,1,29.9,0.4907,MEDIUM
63,6,2337.8,10.1,42.7,48.0,52.5,-15.0,42.3,7.08,926.6,25.0,71.6,1,0,29.55,1,41.9,0.5859,HIGH
56,18,2695.4,76.5,79.1,57.4,4.4,-48.8,23.7,13.84,982.1,97.5,48.4,0,2,9.48,0,51.5,0.4735,MEDIUM
102,23,2009.8,83.6,58.5,83.7,87.2,-46.0,90.1,9.9,774.1,17.4,11.0,0,0,10.38,2,77.6,0.3884,LOW
50,7,504.6,18.6,0.9,76.9,45.7,-17.0,67.1,15.24,915.5,3.2,55.7,0,1,6.4,0,41.8,0.5524,HIGH
43,15,991.9,21.9,57.0,67.6,7.7,-2.9,41.7,7.86,136.5,94.9,91.1,0,1,9.46,0,31.9,0.3369,LOW
14,10,2753.0,32.3,63.4,26.3,77.3,-15.4,27.4,10.76,654.5,30.6,34.1,0,0,14.68,0,32.3,0.518,HIGH
101,22,402.9,59.1,91.5,47.9,66.0,-52.8,38.1,1.25,198.4,39.3,5.1,0,1,14.92,1,75.2,0.4842,MEDIUM
92,30,1309.5,62.2,41.4,33.5,64.9,3.2,47.6,3.58,277.0,8.1,94.5,0,1,24.41,0,37.2,0.4582,MEDIUM
9,39,2836.1,68.7,57.4,23.5,42.7,-46.6,71.4,15.66,522.8,40.4,14.2,0,1,1.53,2,64.3,0.5449,HIGH
55,18,2859.4,90.5,47.5,1.0,41.0,-41.0,8.9,7.69,742.0,97.2,47.5,0,1,17.97,1,48.3,0.5497,HIGH
60,35,1321.9,29.5,53.2,33.9,53.6,3.5,84.9,0.8,721.5,69.4,54.5,0,1,16.17,0,53.7,0.4262,LOW
59,11,2052.1,65.9,6.7,25.6,5.1,-8.7,12.8,3.44,869.5,47.4,23.7,0,2,2.36,1,31.5,0.4527,MEDIUM
111,32,1451.7,56.0,89.7,57.2,29.9,1.2,26.2,8.29,559.3,30.7,17.7,0,0,24.06,3,23.8,0.3867,LOW
22,24,2297.4,30.6,91.0,6.2,98.8,-6.6,99.4,14.39,926.3,36.6,11.3,0,0,2.9,0,46.6,0.5143,HIGH
40,32,240.0,90.7,54.8,27.1,66.2,-15.9,19.0,7.33,887.9,61.1,7.0,0,0,14.96,3,34.1,0.4933,MEDIUM
25,31,560.8,9.5,55.7,4.5,41.9,-37.9,10.1,14.93,849.1,25.4,50.8,0,1,1.21,1,37.4,0.506,MEDIUM
33,23,1900.5,71.2,5.8,64.1,22.2,-35.4,63.8,17.18,229.5,15.2,84.2,0,2,4.38,0,51.6,0.4728,MEDIUM
110,13,812.8,72.8,59.8,56.8,74.5,1.8,39.3,6.89,531.4,69.6,12.7,0,0,15.28,0,30.1,0.3419,LOW
114,23,2048.2,91.5,42.9,33.7,26.0,-3.4,9.2,16.03,736.2,86.9,70.1,1,0,15.73,1,10.7,0.4175,LOW
10,34,1151.0,51.9,70.9,14.7,16.2,-33.4,0.4,2.62,976.1,90.2,41.3,0,0,8.78,0,46.2,0.4965,MEDIUM
78,39,2676.9,32.2,4.7,95.8,15.5,-32.6,7.9,8.36,11.6,84.1,3.5,0,1,25.61,2,41.0,0.4135,LOW
32,38,2484.9,82.8,71.1,58.4,72.9,-37.1,52.3,2.04,327.1,53.1,53.6,0,0,15.03,2,67.7,0.3079,LOW
27,10,1554.6,77.1,28.7,67.9,64.3,-35.4,23.1,1.15,342.4,78.9,25.2,0,0,19.74,2,57.4,0.3803,LOW
38,26,2352.8,50.0,65.2,53.1,7.0,-3.4,77.8,1.38,288.5,92.6,60.5,0,1,9.09,0,53.0,0.2837,LOW
27,7,922.7,76.8,62.7,80.7,11.5,-54.4,85.8,2.18,817.4,2.3,34.9,0,2,3.81,1,91.9,0.5436,HIGH
61,28,1558.6,26.8,22.7,89.6,63.4,-28.8,14.5,16.73,45.1,41.2,66.6,0,1,3.77,1,30.1,0.4466,MEDIUM
120,40,712.8,59.0,44.0,38.3,57.1,1.6,33.7,10.92,359.4,20.4,91.9,0,1,7.59,0,23.1,0.2323,LOW
73,5,2603.5,86.5,83.6,69.0,68.6,-22.4,14.7,18.95,711.7,99.7,24.5,0,1,4.56,1,22.7,0.2931,LOW
88,28,2495.7,31.8,60.6,23.0,17.8,-28.0,28.7,10.81,406.7,93.0,94.0,0,0,4.28,1,41.9,0.4133,LOW
62,38,2721.1,48.4,6.9,65.2,72.7,-36.3,23.9,12.61,144.1,80.2,20.4,0,2,1.94,1,44.0,0.4321,MEDIUM
